"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:38.252768,2.442840576171875,68
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-20 21:59:38.252768,2.3108930587768555,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-20 21:59:38.454975,2.6398138999938965,14
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-20 21:59:38.463963,2.5030879974365234,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:38.465960,2.6280789375305176,47
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-20 21:59:38.468965,2.4920907020568848,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-20 21:59:38.468965,2.5790913105010986,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-20 21:59:38.468965,2.493086576461792,34
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:38.727751,1.7005877494812012,47
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:38.924695,1.8905270099639893,68
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-20 21:59:38.931683,1.8955178260803223,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-20 21:59:38.931683,1.8985178470611572,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-20 21:59:38.945682,1.9135169982910156,34
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-20 21:59:38.982682,1.9515132904052734,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-20 21:59:39.082781,2.047614097595215,14
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-20 21:59:39.089152,2.0599851608276367,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-20 21:59:47.647329,1.8452708721160889,34
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-20 21:59:47.746326,1.9412667751312256,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-20 21:59:47.799331,1.9952726364135742,14
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-20 21:59:47.803327,1.998267650604248,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:47.813334,1.9952774047851562,68
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-20 21:59:47.813334,2.0102758407592773,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:47.825329,2.0202691555023193,47
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-20 21:59:47.826328,2.021268367767334,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-20 21:59:48.972567,1.9397265911102295,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-20 21:59:49.131047,2.0972442626953125,14
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:49.154034,2.1202311515808105,68
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-20 21:59:49.282078,2.249237060546875,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-20 21:59:49.288064,2.255222797393799,34
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-20 21:59:49.292066,2.258263111114502,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-20 21:59:49.295072,2.2622318267822266,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:49.310065,2.278292655944824,47
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-20 21:59:57.835754,2.0380616188049316,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-20 21:59:57.889749,2.0748045444488525,14
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-20 21:59:57.943753,2.1288087368011475,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-20 21:59:57.950751,2.136775255203247,34
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:57.957749,2.1428046226501465,47
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-20 21:59:57.998753,2.1827783584594727,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:58.004750,2.1887760162353516,68
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-20 21:59:58.033749,2.2188045978546143,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-20 21:59:58.826864,1.7944669723510742,47
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-20 21:59:58.996269,1.9628725051879883,38
