"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:01:34.200063,2023-11-02 22:01:34.203066,2.289870500564575,42
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:01:34.208064,2023-11-02 22:01:34.208064,2.313898801803589,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:01:34.243089,2023-11-02 22:01:34.245060,2.348923921585083,38
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:01:34.245060,2023-11-02 22:01:34.248130,2.3518922328948975,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:01:34.251060,2023-11-02 22:01:34.251060,2.341871976852417,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:01:43.866757,2023-11-02 22:01:43.867724,1.9681782722473145,42
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:01:44.026041,2023-11-02 22:01:44.027031,2.1284596920013428,10
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:01:44.040028,2023-11-02 22:01:44.041030,2.14442777633667,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:01:44.114028,2023-11-02 22:01:44.115030,2.216446876525879,38
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:01:44.163027,2023-11-02 22:01:44.165030,2.2644481658935547,38
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:01:44.165030,2023-11-02 22:01:44.167028,2.267448663711548,38
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:01:44.172030,2023-11-02 22:01:44.173029,2.275453805923462,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:01:44.178029,2023-11-02 22:01:44.179029,2.2794504165649414,88
SELECT * FROM Parking WHERE id_controlador=4 ORDER BY id_sensor,2023-11-02 22:02:06.777313,2.1261956691741943,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:06.794310,2.1221911907196045,10
SELECT * FROM Parking WHERE id_controlador=3 ORDER BY id_sensor,2023-11-02 22:02:06.836314,2.1851963996887207,38
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:06.988309,2.3131914138793945,42
SELECT * FROM Parking WHERE id_controlador=5 ORDER BY id_sensor,2023-11-02 22:02:07.002313,2.3341944217681885,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:07.010310,2.357191562652588,38
"SELECT * FROM Parking WHERE valor=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:07.017312,2.3461947441101074,88
SELECT * FROM Parking WHERE id_controlador=2 ORDER BY id_sensor,2023-11-02 22:02:07.017312,2.365180015563965,38
SELECT * FROM Parking WHERE id_controlador=1 ORDER BY id_sensor,2023-11-02 22:02:07.664524,1.9752154350280762,38
"SELECT id, username, placa, correo, tipe FROM Usuarios ORDER BY id",2023-11-02 22:02:07.769205,2.0778942108154297,10
"SELECT * FROM Parking WHERE valor=0 AND asignado=0 ORDER BY id_controlador ASC, id_sensor ASC",2023-11-02 22:02:07.773580,2.081268548965454,42
